repositorio,estrelas,data_criacao,idade_anos,total_prs_aceitas,total_releases,ultima_atualizacao,dias_desde_atualizacao,linguagem_primaria,issues_fechadas,issues_total,razao_issues_fechadas
gto76/python-cheatsheet,38632,2018-01-25T04:16:53Z,8.56,0,1,2026-08-17T17:07:44Z,0,Python,27,27,1.0
Yeachan-Heo/oh-my-claudecode,38614,2026-01-09T03:36:29Z,0.6,1670,244,2026-08-17T21:18:49Z,0,TypeScript,1381,1383,0.9986
bytedance/UI-TARS-desktop,38610,2025-01-19T09:04:43Z,1.57,1074,38,2026-08-17T21:47:12Z,0,TypeScript,218,538,0.4052
google-research/google-research,38567,2018-10-04T18:42:48Z,7.87,34,0,2026-08-17T17:56:42Z,0,Jupyter Notebook,352,1464,0.2404
chatchat-space/Langchain-Chatchat,38546,2023-03-31T12:12:45Z,3.38,621,31,2026-08-17T02:55:38Z,0,Python,4243,4249,0.9986
kilimchoi/engineering-blogs,38515,2015-06-13T18:25:17Z,11.18,681,0,2026-08-17T21:23:12Z,0,Ruby,77,98,0.7857
huiyadanli/RevokeMsgPatcher,38491,2019-07-21T15:12:52Z,7.07,14,21,2026-08-17T22:05:41Z,0,C#,993,1049,0.9466
bojieli/ai-agent-book,38483,2025-09-09T02:41:44Z,0.94,702,1,2026-08-17T22:02:15Z,0,Python,167,170,0.9824
httpie/cli,38430,2012-02-25T12:39:13Z,14.48,406,47,2026-08-17T20:30:55Z,0,Python,724,910,0.7956
google/langextract,38415,2025-07-08T20:46:06Z,1.11,120,18,2026-08-17T21:40:46Z,0,Python,121,195,0.6205
dotnet/aspnetcore,38375,2014-03-11T06:09:42Z,12.44,19818,296,2026-08-17T20:42:43Z,0,C#,35968,39746,0.9049
istio/istio,38354,2016-11-18T23:57:21Z,9.74,30564,448,2026-08-17T18:15:37Z,0,Go,21698,22086,0.9824
portainer/portainer,38261,2016-05-19T20:15:28Z,10.25,4786,189,2026-08-17T18:26:37Z,0,TypeScript,5419,6116,0.886
umami-software/umami,38225,2020-07-17T07:59:00Z,6.08,960,109,2026-08-17T20:11:02Z,0,TypeScript,2187,2228,0.9816
sqlmapproject/sqlmap,38205,2012-06-26T09:52:15Z,14.14,185,11,2026-08-17T20:21:14Z,0,Python,5409,5434,0.9954
frappe/erpnext,38198,2011-06-08T08:20:56Z,15.19,32115,1000,2026-08-17T21:22:21Z,0,Python,16749,18597,0.9006
PhilJay/MPAndroidChart,38194,2014-04-25T14:29:47Z,12.31,191,44,2026-08-17T08:51:51Z,0,Java,2898,4965,0.5837
impress/impress.js,38174,2011-12-28T22:23:19Z,14.63,125,15,2026-08-16T18:49:31Z,1,JavaScript,434,485,0.8948
huihut/interview,38132,2018-02-09T09:49:48Z,8.52,36,0,2026-08-17T14:15:22Z,0,C++,65,67,0.9701
ueberdosis/tiptap,38050,2018-08-20T19:58:58Z,7.99,1795,984,2026-08-17T16:38:40Z,0,TypeScript,2926,3678,0.7955
xyflow/xyflow,38042,2019-07-15T14:47:30Z,7.09,1595,384,2026-08-17T17:29:39Z,0,TypeScript,2322,2411,0.9631
docker/compose,38036,2013-12-09T11:40:58Z,12.69,3948,284,2026-08-17T21:53:15Z,0,Go,8320,8385,0.9922
harness/harness,37992,2014-02-07T07:54:44Z,12.52,1060,59,2026-08-17T21:04:27Z,0,Go,1940,2034,0.9538
github/awesome-copilot,37945,2025-06-11T16:57:39Z,1.18,1253,0,2026-08-17T21:55:31Z,0,Python,425,466,0.912
hyprwm/Hyprland,37921,2022-03-16T19:49:13Z,4.42,2926,117,2026-08-17T21:53:56Z,0,C++,7663,7714,0.9934
vlang/v,37795,2019-02-08T02:57:06Z,7.52,13790,304,2026-08-17T17:24:59Z,0,V,10716,10757,0.9962
FreeCodeCampChina/freecodecamp.cn,37775,2016-09-30T03:13:43Z,9.88,55,0,2026-08-17T06:24:07Z,0,CSS,445,588,0.7568
servo/servo,37722,2012-02-08T19:07:25Z,14.52,25715,13,2026-08-17T20:15:00Z,0,Rust,13409,16334,0.8209
PostHog/posthog,37721,2020-01-23T22:46:58Z,6.56,54103,893,2026-08-17T21:54:45Z,0,Python,7085,10456,0.6776
anthropics/prompt-eng-interactive-tutorial,37693,2024-04-02T15:52:00Z,2.37,1,0,2026-08-17T21:22:44Z,0,Jupyter Notebook,4,42,0.0952
denysdovhan/wtfjs,37679,2017-07-14T15:42:12Z,9.09,127,25,2026-08-17T04:44:31Z,0,JavaScript,96,119,0.8067
TencentARC/GFPGAN,37654,2021-03-19T06:18:20Z,5.41,14,8,2026-08-17T09:23:36Z,0,Python,135,510,0.2647
NervJS/taro,37640,2018-04-08T09:32:26Z,8.36,3498,211,2026-08-17T10:37:52Z,0,TypeScript,12079,13572,0.89
fengdu78/Coursera-ML-AndrewNg-Notes,37578,2017-11-04T10:04:08Z,8.78,14,0,2026-08-17T16:16:51Z,0,HTML,15,70,0.2143
RVC-Project/Retrieval-based-Voice-Conversion-WebUI,37509,2023-03-27T09:59:10Z,3.39,0,8,2026-08-17T21:57:09Z,0,Python,1483,2048,0.7241
karpathy/LLM101n,37508,2024-05-27T00:23:38Z,2.22,0,0,2026-08-17T17:43:09Z,0,N/A,0,0,0.0
alibaba/arthas,37492,2018-08-29T17:15:57Z,7.97,626,78,2026-08-17T15:33:02Z,0,Java,1772,2163,0.8192
TriliumNext/Trilium,37466,2017-05-23T00:30:20Z,9.23,3168,353,2026-08-17T21:09:45Z,0,TypeScript,4961,5570,0.8907
alebcay/awesome-shell,37459,2014-07-07T01:57:42Z,12.11,307,0,2026-08-17T18:48:04Z,0,N/A,23,64,0.3594
aquasecurity/trivy,37457,2019-04-11T01:01:07Z,7.35,3714,92,2026-08-17T21:18:36Z,0,Go,2951,3115,0.9474
shiyu-coder/Kronos,37446,2025-07-01T02:54:32Z,1.13,19,0,2026-08-17T21:56:20Z,0,Python,85,291,0.2921
directus/directus,37445,2012-12-12T01:35:36Z,13.68,9174,371,2026-08-17T22:05:18Z,0,TypeScript,9641,9990,0.9651
PKUanonym/REKCARC-TSC-UHT,37426,2019-04-05T03:31:23Z,7.37,198,0,2026-08-17T16:22:47Z,0,HTML,33,37,0.8919
LAION-AI/Open-Assistant,37407,2022-12-13T05:24:17Z,3.68,1616,127,2026-08-17T05:58:59Z,0,Python,1420,1649,0.8611
Wei-Shaw/sub2api,37395,2025-12-18T02:26:18Z,0.66,1398,37,2026-08-17T21:32:24Z,0,Go,923,2954,0.3125
exacity/deeplearningbook-chinese,37356,2016-12-07T11:46:51Z,9.69,16,7,2026-08-17T12:07:00Z,0,TeX,139,204,0.6814
stanfordnlp/dspy,37352,2023-01-09T21:01:51Z,3.6,1701,110,2026-08-17T21:44:39Z,0,Python,1343,1655,0.8115
pbatard/rufus,37326,2011-11-19T19:12:05Z,14.74,1,90,2026-08-17T19:06:32Z,0,C,2688,2697,0.9967
eugenp/tutorials,37323,2013-04-29T18:26:36Z,13.3,13832,0,2026-08-17T13:31:46Z,0,Java,778,791,0.9836
openai/gym,37237,2016-04-27T14:59:16Z,10.31,1000,19,2026-08-17T22:04:31Z,0,Python,1725,1838,0.9385
0voice/interview_internal_reference,37234,2019-06-10T06:54:19Z,7.19,35,0,2026-08-17T13:32:42Z,0,Python,19,51,0.3725
myshell-ai/OpenVoice,37150,2023-11-29T12:17:01Z,2.72,18,0,2026-08-17T21:45:50Z,0,Python,75,359,0.2089
IceWhaleTech/CasaOS,37085,2021-09-26T02:33:09Z,4.89,275,97,2026-08-17T18:01:08Z,0,Go,904,1721,0.5253
SagerNet/sing-box,37082,2022-06-30T13:27:22Z,4.13,210,584,2026-08-17T20:58:05Z,0,Go,3016,3283,0.9187
huggingface/pytorch-image-models,37069,2019-02-02T05:51:12Z,7.54,559,78,2026-08-17T13:07:19Z,0,Python,994,1036,0.9595
markedjs/marked,37060,2011-07-24T13:15:51Z,15.07,1735,178,2026-08-17T20:25:10Z,0,JavaScript,1677,1685,0.9953
satwikkansal/wtfpython,37060,2017-08-28T20:22:19Z,8.97,113,2,2026-08-17T18:54:08Z,0,Python,158,226,0.6991
patchy631/ai-engineering-hub,37020,2024-10-21T10:43:24Z,1.82,68,0,2026-08-17T21:25:20Z,0,Jupyter Notebook,27,50,0.54
fastify/fastify,36999,2016-09-28T19:10:14Z,9.88,3448,321,2026-08-17T10:18:14Z,0,JavaScript,2133,2184,0.9766
lfnovo/open-notebook,36986,2024-10-21T17:58:46Z,1.82,460,42,2026-08-17T22:04:27Z,0,TypeScript,470,576,0.816
AobingJava/JavaFamily,36972,2019-11-12T04:26:18Z,6.76,2,0,2026-08-16T06:53:42Z,1,N/A,60,66,0.9091
Textualize/textual,36959,2021-04-08T15:24:47Z,5.36,2311,223,2026-08-17T20:57:44Z,0,Python,2202,2434,0.9047
mouredev/Hello-Python,36955,2022-08-03T17:14:53Z,4.04,0,0,2026-08-17T21:58:23Z,0,Python,404,443,0.912
babysor/MockingBird,36908,2021-08-07T03:53:39Z,5.03,82,1,2026-08-17T09:29:57Z,0,Python,414,891,0.4646
soxoj/maigret,36841,2020-06-27T14:16:42Z,6.14,1060,29,2026-08-17T22:07:43Z,0,Python,1576,1588,0.9924
CopilotKit/CopilotKit,36803,2023-06-19T04:08:31Z,3.16,3878,1000,2026-08-17T22:06:14Z,0,TypeScript,1083,1224,0.8848
shadowsocks/shadowsocks-android,36754,2012-12-16T13:40:29Z,13.67,258,186,2026-08-17T08:06:44Z,0,Kotlin,2458,2526,0.9731
musistudio/claude-code-router,36691,2025-02-25T02:17:18Z,1.47,75,22,2026-08-17T21:37:50Z,0,TypeScript,388,1288,0.3012
Dokploy/dokploy,36663,2024-04-19T07:49:30Z,2.33,1673,168,2026-08-17T20:43:15Z,0,TypeScript,1629,2110,0.772
veggiemonk/awesome-docker,36658,2014-09-21T17:01:48Z,11.9,1047,1,2026-08-17T17:36:09Z,0,N/A,150,155,0.9677
google-ai-edge/mediapipe,36642,2019-06-13T19:16:41Z,7.18,201,67,2026-08-17T21:11:59Z,0,C++,5307,5665,0.9368
microsoft/Data-Science-For-Beginners,36635,2021-03-03T16:30:15Z,5.46,497,0,2026-08-17T18:14:05Z,0,Jupyter Notebook,137,138,0.9928
typeorm/typeorm,36631,2016-02-29T07:41:14Z,10.46,2669,45,2026-08-17T18:39:40Z,0,TypeScript,8195,8635,0.949
date-fns/date-fns,36623,2014-10-06T10:24:22Z,11.86,1073,127,2026-08-17T18:10:18Z,0,TypeScript,1390,2055,0.6764
ashishpatel26/500-AI-Agents-Projects,36615,2024-12-20T13:37:15Z,1.66,17,0,2026-08-17T21:16:35Z,0,Python,10,46,0.2174
ZuodaoTech/everyone-can-use-english,36614,2019-03-15T16:33:53Z,7.43,464,48,2026-08-17T21:17:30Z,0,TypeScript,383,505,0.7584
jaywcjlove/linux-command,36587,2016-11-12T15:44:26Z,9.76,377,32,2026-08-17T21:30:27Z,0,Markdown,139,212,0.6557
mpv-player/mpv,36569,2012-10-13T08:08:44Z,13.84,4136,89,2026-08-17T21:47:47Z,0,C,10142,11142,0.9102
1Panel-dev/1Panel,36561,2022-07-19T15:44:52Z,4.08,5355,125,2026-08-17T20:55:57Z,0,Go,6606,6881,0.96
khoj-ai/khoj,36531,2021-08-16T01:48:44Z,5.0,500,173,2026-08-17T18:27:50Z,0,Python,507,605,0.838
inkonchain/docs,36525,2024-05-07T16:49:36Z,2.28,418,0,2026-08-16T14:31:33Z,1,MDX,13,41,0.3171
xinntao/Real-ESRGAN,36497,2021-07-19T03:23:30Z,5.08,21,10,2026-08-17T20:31:52Z,0,Python,179,764,0.2343
inkonchain/node,36478,2024-05-13T23:20:40Z,2.26,40,6,2026-08-17T11:54:57Z,0,Shell,14,31,0.4516
hankcs/HanLP,36477,2014-10-09T06:36:16Z,11.85,79,62,2026-08-17T20:20:19Z,0,Python,1416,1424,0.9944
doocs/leetcode,36470,2018-09-16T14:03:03Z,7.92,4703,21,2026-08-17T20:10:56Z,0,Java,60,64,0.9375
nextcloud/server,36450,2016-06-02T07:44:14Z,10.21,34102,461,2026-08-17T21:57:09Z,0,PHP,18813,21455,0.8769
open-guides/og-aws,36441,2016-07-13T17:30:16Z,10.09,498,0,2026-08-17T18:15:55Z,0,Shell,89,229,0.3886
songquanpeng/one-api,36429,2023-04-22T12:39:24Z,3.32,287,55,2026-08-17T18:46:47Z,0,JavaScript,900,1832,0.4913
glanceapp/glance,36425,2024-04-27T18:55:38Z,2.31,110,34,2026-08-17T21:57:04Z,0,Go,298,534,0.5581
inkonchain/ink-kit,36385,2024-11-04T16:32:17Z,1.78,91,0,2026-08-17T11:55:06Z,0,TypeScript,3,5,0.6
GorvGoyl/Clone-Wars,36369,2020-12-02T11:10:16Z,5.71,130,0,2026-08-17T21:54:54Z,0,N/A,70,90,0.7778
formulahendry/955.WLB,36357,2019-03-27T23:53:37Z,7.39,18,0,2026-08-17T09:25:57Z,0,N/A,82,262,0.313
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,36341,2021-01-02T12:08:37Z,5.62,3,0,2026-08-17T21:03:31Z,0,N/A,26,76,0.3421
tinyhumansai/openhuman,36330,2026-02-18T20:01:27Z,0.49,3000,56,2026-08-17T20:45:38Z,0,Rust,1705,1868,0.9127
SheetJS/sheetjs,36321,2012-12-03T19:25:52Z,13.7,106,0,2026-08-16T10:15:10Z,1,N/A,2266,2385,0.9501
reworkd/AgentGPT,36305,2023-04-07T02:29:19Z,3.36,541,12,2026-08-17T14:33:35Z,0,TypeScript,337,469,0.7186
keycloak/keycloak,36233,2013-07-02T13:38:51Z,13.13,20985,111,2026-08-17T22:07:01Z,0,Java,17235,19911,0.8656
microsoft/playwright-mcp,36213,2025-03-21T17:48:36Z,1.41,540,69,2026-08-17T21:25:26Z,0,TypeScript,875,877,0.9977
ItzCrazyKns/Vane,36208,2024-04-09T10:51:32Z,2.35,87,34,2026-08-17T22:03:44Z,0,TypeScript,444,674,0.6588
PDFMathTranslate/PDFMathTranslate,36200,2024-09-06T06:56:03Z,1.94,154,24,2026-08-17T20:58:10Z,0,Python,757,881,0.8593
AdguardTeam/AdGuardHome,36174,2016-07-06T10:31:47Z,10.11,125,243,2026-08-17T20:13:10Z,0,TypeScript,4892,6050,0.8086
jax-ml/jax,36172,2018-10-25T21:25:02Z,7.81,20678,140,2026-08-17T21:52:36Z,0,Python,5504,7230,0.7613
blader/humanizer,36160,2026-01-18T05:30:15Z,0.58,22,3,2026-08-17T21:54:57Z,0,Python,86,91,0.9451
HKUDS/DeepTutor,36131,2025-12-28T15:35:54Z,0.64,274,67,2026-08-17T22:02:28Z,0,Python,290,360,0.8056
hashicorp/vault,36130,2015-02-25T00:15:59Z,11.47,21334,182,2026-08-17T21:06:37Z,0,Go,5429,6583,0.8247
pnpm/pnpm,36120,2016-01-28T07:40:43Z,10.55,4721,1000,2026-08-17T21:27:45Z,0,Rust,3832,6154,0.6227
firecracker-microvm/firecracker,36109,2017-10-19T06:18:47Z,8.83,3691,90,2026-08-17T20:40:43Z,0,Rust,1457,1509,0.9655
carbon-app/carbon,36089,2017-06-16T02:50:28Z,9.17,669,215,2026-08-16T23:19:36Z,0,JavaScript,629,695,0.905
geekxh/hello-algorithm,36089,2020-05-29T05:47:09Z,6.22,26,0,2026-08-17T10:19:28Z,0,Java,33,44,0.75
lerna/lerna,36052,2015-12-04T09:36:55Z,10.7,1079,252,2026-08-17T14:33:08Z,0,TypeScript,2418,2702,0.8949
slatedocs/slate,36042,2013-09-13T22:15:24Z,12.92,298,28,2026-08-17T18:19:58Z,0,N/A,559,609,0.9179
zsh-users/zsh-autosuggestions,35982,2013-10-26T16:09:37Z,12.81,116,0,2026-08-17T20:30:21Z,0,Shell,458,623,0.7352
chatwoot/chatwoot,35923,2019-08-14T06:50:51Z,7.01,6243,148,2026-08-17T17:42:35Z,0,Ruby,4804,5768,0.8329
filebrowser/filebrowser,35883,2015-09-11T21:21:58Z,10.93,847,157,2026-08-17T20:40:12Z,0,Go,2975,2975,1.0
Crosstalk-Solutions/project-nomad,35872,2025-06-24T15:35:01Z,1.15,407,76,2026-08-17T17:51:38Z,0,TypeScript,491,535,0.9178
medusajs/medusa,35872,2020-01-18T13:39:04Z,6.58,9299,163,2026-08-17T21:37:16Z,0,TypeScript,3856,3904,0.9877
wailsapp/wails,35859,2018-12-15T23:14:06Z,7.67,2118,355,2026-08-17T18:42:33Z,0,Go,2363,2523,0.9366
solidjs/solid,35849,2018-04-24T16:36:27Z,8.31,455,37,2026-08-17T21:24:09Z,0,TypeScript,1349,1370,0.9847
OpenBMB/VoxCPM,35773,2025-09-16T03:41:49Z,0.92,25,14,2026-08-17T21:01:58Z,0,Python,227,318,0.7138
XingangPan/DragGAN,35767,2023-05-18T10:08:02Z,3.25,18,0,2026-08-17T21:45:16Z,0,Python,46,192,0.2396
junegunn/vim-plug,35748,2013-09-10T14:58:51Z,12.93,181,8,2026-08-17T21:42:31Z,0,Vim Script,972,1045,0.9301
alan2207/bulletproof-react,35708,2021-05-30T14:47:16Z,5.22,75,0,2026-08-17T13:06:24Z,0,TypeScript,81,118,0.6864
airbnb/lottie-android,35699,2016-10-06T22:42:42Z,9.86,720,63,2026-08-17T19:38:19Z,0,Java,1755,1813,0.968
jondot/awesome-react-native,35691,2015-03-26T19:58:06Z,11.39,912,0,2026-08-17T20:45:43Z,0,JavaScript,38,77,0.4935
koajs/koa,35687,2013-07-20T18:53:45Z,13.08,554,18,2026-08-16T15:26:26Z,1,JavaScript,915,933,0.9807
opentofu/manifesto,35682,2023-08-13T16:17:24Z,3.01,765,0,2026-08-17T09:52:21Z,0,HTML,14,26,0.5385
Yuan1z0825/nature-skills,35672,2026-04-24T03:11:46Z,0.31,133,0,2026-08-17T22:00:59Z,0,Python,30,30,1.0
searxng/searxng,35635,2021-04-12T15:18:15Z,5.35,3144,0,2026-08-17T22:06:52Z,0,Python,1656,1835,0.9025
gchq/CyberChef,35604,2016-11-28T10:34:07Z,9.72,786,457,2026-08-17T21:28:39Z,0,JavaScript,820,1249,0.6565
restic/restic,35576,2014-04-27T14:07:58Z,12.31,2442,51,2026-08-17T20:08:01Z,0,Go,2544,3009,0.8455
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,35564,2015-03-28T16:52:40Z,11.39,98,0,2026-08-17T13:46:19Z,0,JavaScript,20,30,0.6667
microsoft/graphrag,35543,2024-03-27T17:57:52Z,2.39,753,41,2026-08-17T19:27:52Z,0,Python,827,830,0.9964
refinedev/refine,35525,2021-01-20T12:01:32Z,5.57,4697,1000,2026-08-17T19:48:16Z,0,TypeScript,1733,1744,0.9937
continuedev/continue,35519,2023-05-24T03:39:39Z,3.23,4078,827,2026-08-17T20:42:54Z,0,TypeScript,6172,6664,0.9262
drizzle-team/drizzle-orm,35504,2021-06-24T09:03:05Z,5.15,713,182,2026-08-17T22:06:35Z,0,TypeScript,2341,3720,0.6293
permissionlesstech/bitchat,35485,2025-07-04T14:34:38Z,1.12,508,20,2026-08-17T19:23:38Z,0,Swift,365,404,0.9035
jqlang/jq,35457,2012-07-18T19:57:25Z,14.08,709,16,2026-08-17T19:48:31Z,0,C,1990,2350,0.8468
alvarotrigo/fullPage.js,35411,2013-09-20T11:58:29Z,12.91,327,109,2026-08-16T23:37:04Z,0,JavaScript,4045,4155,0.9735
kuchin/awesome-cto,35335,2016-12-16T19:22:18Z,9.67,18,0,2026-08-17T15:23:40Z,0,N/A,15,15,1.0
casey/just,35329,2016-06-17T06:08:08Z,10.17,1794,146,2026-08-17T20:04:50Z,0,Rust,1298,1466,0.8854
tailscale/tailscale,35289,2020-01-31T22:00:03Z,6.54,8700,159,2026-08-17T22:00:48Z,0,Go,6589,10577,0.623
nativefier/nativefier,35285,2015-07-05T05:56:42Z,11.12,261,99,2026-08-17T06:25:51Z,0,TypeScript,982,1237,0.7939
typicode/husky,35277,2014-06-23T12:14:21Z,12.15,263,80,2026-08-17T21:38:59Z,0,JavaScript,1032,1114,0.9264
geekcomputers/Python,35259,2011-11-30T09:04:08Z,14.71,2034,0,2026-08-17T22:03:46Z,0,Python,162,542,0.2989
sahat/hackathon-starter,35246,2013-11-13T17:24:12Z,12.76,607,18,2026-08-17T18:13:30Z,0,JavaScript,727,728,0.9986
VectifyAI/PageIndex,35222,2025-04-01T10:53:54Z,1.38,89,7,2026-08-17T22:02:42Z,0,Python,53,121,0.438
blakeblackshear/frigate,35161,2019-01-26T13:52:38Z,7.56,4157,81,2026-08-17T21:41:54Z,0,TypeScript,5952,6029,0.9872
fxsjy/jieba,35118,2012-09-29T07:52:01Z,13.88,96,9,2026-08-17T20:20:03Z,0,Python,231,877,0.2634
geekan/HowToLiveLonger,35102,2022-04-16T04:15:18Z,4.34,14,0,2026-08-17T09:58:05Z,0,N/A,103,142,0.7254
utmapp/UTM,35040,2019-04-12T16:09:24Z,7.35,292,130,2026-08-17T21:16:06Z,0,Swift,2630,3704,0.71
unknwon/the-way-to-go_ZH_CN,35036,2013-03-24T17:18:38Z,13.4,592,0,2026-08-17T05:34:36Z,0,Go,0,0,0.0
netty/netty,35035,2010-11-09T09:22:21Z,15.77,5759,13,2026-08-17T15:51:35Z,0,Java,6365,6947,0.9162
bumptech/glide,35025,2013-07-08T22:52:33Z,13.11,640,59,2026-08-17T08:47:34Z,0,Java,3941,4534,0.8692
sorrycc/awesome-javascript,35020,2014-07-01T15:59:02Z,12.13,413,0,2026-08-17T19:26:09Z,0,N/A,107,112,0.9554
DayuanJiang/next-ai-draw-io,34980,2025-03-23T15:03:48Z,1.4,443,18,2026-08-17T19:31:59Z,0,TypeScript,189,331,0.571
hehonghui/awesome-english-ebooks,34978,2022-06-28T02:45:44Z,4.14,0,0,2026-08-17T19:47:23Z,0,CSS,0,0,0.0
zellij-org/zellij,34963,2020-09-01T14:04:28Z,5.96,1522,69,2026-08-17T20:06:51Z,0,Rust,1303,2830,0.4604
awesome-foss/awesome-sysadmin,34920,2014-12-23T08:41:22Z,11.65,369,0,2026-08-17T21:23:03Z,0,N/A,108,108,1.0
laravel/framework,34870,2013-01-10T21:27:28Z,13.6,18477,963,2026-08-17T21:53:14Z,0,PHP,19253,19310,0.997
gitroomhq/postiz-app,34779,2023-07-08T17:24:22Z,3.11,294,199,2026-08-17T21:40:23Z,0,TypeScript,630,790,0.7975
esengine/DeepSeek-Reasonix,34680,2026-04-21T08:27:02Z,0.32,3335,182,2026-08-17T21:42:52Z,0,Go,2984,4078,0.7317
facebookresearch/detectron2,34668,2019-09-05T21:30:20Z,6.95,0,10,2026-08-17T14:39:16Z,0,Python,3102,3574,0.8679
qishibo/AnotherRedisDesktopManager,34635,2019-01-08T06:01:56Z,7.61,161,54,2026-08-17T15:51:40Z,0,JavaScript,971,1116,0.8701
TheAlgorithms/C-Plus-Plus,34582,2016-07-16T10:19:45Z,10.09,705,0,2026-08-17T19:38:29Z,0,C++,334,344,0.9709
BVLC/caffe,34563,2013-09-12T18:39:48Z,12.93,1087,14,2026-08-17T09:25:48Z,0,C++,3939,5228,0.7534
lissy93/web-check,34526,2023-06-25T14:32:11Z,3.15,74,3,2026-08-17T19:12:02Z,0,TypeScript,145,149,0.9732
v2fly/v2ray-core,34486,2019-04-15T10:05:54Z,7.34,1037,130,2026-08-17T21:56:43Z,0,Go,1085,1113,0.9748
ocrmypdf/OCRmyPDF,34471,2013-12-20T08:26:28Z,12.66,202,62,2026-08-17T18:21:02Z,0,Python,1267,1360,0.9316
kovidgoyal/kitty,34445,2016-10-16T14:48:28Z,9.83,1491,143,2026-08-17T22:07:17Z,0,Python,6981,6990,0.9987
nothings/stb,34418,2014-05-25T16:51:23Z,12.23,294,0,2026-08-17T20:20:14Z,0,C,738,987,0.7477
derailed/k9s,34375,2019-01-25T18:46:02Z,7.56,1060,258,2026-08-17T21:42:35Z,0,Go,2327,2374,0.9802
SeleniumHQ/selenium,34370,2013-01-14T21:40:56Z,13.59,4154,120,2026-08-17T17:08:52Z,0,Java,11132,11231,0.9912
CMU-Perceptual-Computing-Lab/openpose,34370,2017-04-24T14:06:31Z,9.31,174,15,2026-08-17T21:53:54Z,0,C++,1667,2007,0.8306
raysan5/raylib,34367,2013-10-24T15:46:04Z,12.81,2657,25,2026-08-17T21:20:20Z,0,C,2214,2227,0.9942
huggingface/diffusers,34329,2022-05-30T16:04:02Z,4.22,6015,92,2026-08-17T16:31:09Z,0,Python,4722,5528,0.8542
xitu/gold-miner,34328,2015-11-04T03:29:13Z,10.78,3563,0,2026-08-17T16:26:00Z,0,N/A,5590,5604,0.9975
anthropics/financial-services,34326,2026-02-23T19:24:50Z,0.48,40,0,2026-08-17T21:34:53Z,0,Python,9,88,0.1023
jaredpalmer/formik,34325,2017-06-14T19:50:59Z,9.17,836,200,2026-08-17T20:12:05Z,0,TypeScript,1567,2270,0.6903
nodejs/node-v0.x-archive,34288,2009-05-27T16:29:46Z,17.22,218,0,2026-08-14T12:46:44Z,3,N/A,6379,6379,1.0
python-poetry/poetry,34288,2018-02-28T15:23:47Z,8.47,2542,151,2026-08-17T22:08:18Z,0,Python,5871,6359,0.9233
TheAlgorithms/JavaScript,34215,2017-07-13T06:12:33Z,9.1,798,0,2026-08-17T12:56:13Z,0,JavaScript,203,224,0.9062
openai/CLIP,34185,2020-12-16T11:24:42Z,5.67,30,0,2026-08-17T18:55:49Z,0,Jupyter Notebook,193,445,0.4337
balena-io/etcher,34178,2015-10-27T16:53:23Z,10.81,1733,291,2026-08-17T19:40:51Z,0,TypeScript,1861,2501,0.7441
swc-project/swc,34177,2017-12-22T11:40:14Z,8.65,6166,816,2026-08-17T10:17:00Z,0,Rust,3876,4232,0.9159
ehang-io/nps,34160,2018-11-04T13:22:51Z,7.78,74,59,2026-08-17T19:46:55Z,0,Go,699,1204,0.5806
backstage/backstage,34159,2020-01-24T22:39:49Z,6.56,21586,541,2026-08-17T19:20:21Z,0,TypeScript,7549,7731,0.9765
zenorocha/clipboard.js,34126,2015-09-18T23:04:55Z,10.91,117,42,2026-08-16T17:27:05Z,1,JavaScript,618,629,0.9825
seaweedfs/seaweedfs,34100,2014-07-14T16:41:37Z,12.09,5276,316,2026-08-17T21:46:36Z,0,Go,3334,4015,0.8304
testerSunshine/12306,34095,2017-05-17T12:23:40Z,9.25,31,1,2026-08-17T10:31:48Z,0,Python,466,690,0.6754
xkcoding/spring-boot-demo,34079,2017-11-10T06:27:29Z,8.77,15,0,2026-08-17T16:15:55Z,0,Java,74,175,0.4229
lllyasviel/ControlNet,34070,2023-02-01T02:43:30Z,3.54,5,0,2026-08-17T19:59:21Z,0,Python,138,576,0.2396
zxing/zxing,34067,2011-10-12T14:07:27Z,14.85,387,32,2026-08-17T13:11:04Z,0,Java,1352,1352,1.0
aristocratos/btop,34042,2021-05-06T18:40:21Z,5.28,454,55,2026-08-17T22:08:39Z,0,C++,525,983,0.5341
qdrant/qdrant,34029,2020-05-30T21:37:01Z,6.21,6639,116,2026-08-17T19:20:31Z,0,Rust,1470,1959,0.7504
fish-shell/fish-shell,34027,2012-05-10T03:00:55Z,14.27,2212,67,2026-08-17T17:34:30Z,0,Rust,7668,8183,0.9371
OpenBMB/ChatDev,34013,2023-08-28T02:18:13Z,2.97,161,12,2026-08-17T21:37:36Z,0,Python,287,333,0.8619
chenfei-wu/TaskMatrix,34012,2023-03-02T09:04:28Z,3.46,21,0,2026-08-17T08:52:12Z,0,Python,136,364,0.3736
lightpanda-io/browser,34010,2023-02-07T15:19:34Z,3.52,2461,20,2026-08-17T22:07:23Z,0,Zig,426,501,0.8503
MonitorControl/MonitorControl,33986,2017-09-16T21:13:40Z,8.92,223,26,2026-08-17T16:24:43Z,0,Swift,1014,1026,0.9883
